id,timestamp,score,hits,name,player_id
262,1752074811747,790,"[[3,0,1],[1,1,2],[1,1,0],[0,1,2],[0,3,1],[1,0,3],[1,3,0],[0,1,1],[1,1,1],[0,1,1],[3,0,0],[1,0,1],[0,1,1],[3,3,1],[1,2,1],[1,1,1],[2,0,1],[3,0,1],[3,3,1],[3,0,1]]",Number One,0
263,1752074811747,537,"[[0,0,0],[1,0,0],[1,1,0],[1,0,0],[1,0,1],[1,0,3],[1,3,0],[0,0,0],[0,0,0],[0,1,1],[0,1,1],[1,0,1],[0,1,1],[3,3,1],[1,0,0],[1,0,1],[0,1,0],[1,0,1],[3,3,1],[1,0,1]]",Louis CLXXX,5
264,1752074811747,502,"[[0,1,1],[1,1,2],[0,0,1],[0,1,2],[0,3,1],[1,0,1],[0,1,0],[0,0,0],[1,1,1],[0,1,1],[0,1,1],[1,0,0],[0,0,0],[1,1,0],[1,2,1],[1,1,1],[2,0,1],[3,0,1],[1,1,0],[2,0,1]]",Dart Simpson,3
265,1752074811747,375,"[[3,0,1],[1,0,1],[0,0,0],[0,0,0],[1,1,1],[0,0,1],[1,2,1],[0,1,1],[1,0,0],[1,1,0],[3,0,0],[1,1,0],[0,1,0],[1,0,1],[1,0,0],[1,1,0],[0,1,1],[0,0,3],[0,0,0],[1,1,0]]",Robull,4
266,1752074811747,243,"[[0,2,0],[0,1,0],[1,0,0],[0,1,0],[0,0,0],[0,0,0],[1,3,0],[0,0,0],[1,0,0],[1,0,1],[0,0,0],[0,1,0],[1,0,0],[0,0,0],[1,0,0],[0,0,0],[0,0,0],[1,1,0],[0,1,0],[3,0,1]]",Angelo,6
267,1752147419789,713,"[[0,0,2],[0,1,1],[0,3,0],[2,1,1],[0,1,1],[3,1,0],[1,1,0],[0,3,0],[0,3,1],[0,0,2],[3,1,3],[1,1,1],[0,1,1],[1,3,3],[1,1,1],[0,1,1],[1,1,1],[1,1,1],[1,3,1],[1,1,0]]",Number One,0
268,1752147419789,507,"[[0,0,0],[0,0,0],[0,0,0],[2,1,1],[1,0,1],[3,1,0],[1,0,1],[1,1,1],[0,3,1],[1,1,0],[3,1,3],[0,0,1],[0,0,0],[1,3,3],[1,0,0],[0,1,1],[0,1,1],[0,1,1],[0,0,1],[1,1,0]]",Robull,4
269,1752147419789,354,"[[0,0,1],[0,1,1],[0,1,1],[0,1,0],[0,1,1],[0,1,0],[1,1,0],[0,3,0],[0,0,0],[1,0,0],[1,0,1],[1,1,1],[0,1,1],[0,0,0],[1,1,1],[0,0,0],[1,1,1],[1,1,0],[0,1,0],[0,1,1]]",Louis CLXXX,5
270,1752147419789,302,"[[0,0,2],[0,1,0],[0,0,3],[0,0,1],[0,0,0],[2,1,1],[1,0,0],[0,1,1],[1,1,1],[1,0,0],[1,1,0],[1,0,1],[0,0,1],[0,0,1],[0,0,0],[0,0,0],[0,1,0],[1,1,1],[1,1,1],[0,0,0]]",Dart Simpson,3
271,1752147419789,266,"[[0,1,0],[0,0,0],[0,3,0],[0,0,0],[0,0,0],[0,1,0],[0,0,1],[0,0,0],[0,0,0],[0,0,2],[0,0,0],[1,0,0],[0,0,1],[0,1,0],[0,1,0],[0,1,0],[0,0,0],[0,0,1],[1,3,1],[1,1,0]]",Cramomille,7
272,1752161409243,741,"[[0,3,0],[0,0,3],[3,0,0],[3,0,1],[3,0,0],[1,3,1],[1,0,3],[3,0,0],[3,1,0],[3,0,3],[0,1,1],[0,3,0],[1,3,1],[2,1,1],[0,1,2],[1,1,1],[1,1,1],[1,1,1],[2,1,0],[0,1,3]]",Number One,0
273,1752161409243,425,"[[1,0,0],[0,0,3],[0,1,0],[0,1,1],[0,1,0],[1,3,1],[0,0,2],[0,0,0],[1,2,0],[3,0,3],[1,0,0],[0,1,0],[1,0,0],[0,0,0],[1,0,0],[1,0,0],[1,1,1],[1,1,1],[1,0,0],[0,1,3]]",Louis CLXXX,5
274,1752161409243,396,"[[1,0,0],[0,1,1],[0,1,0],[0,0,1],[1,1,0],[0,0,1],[1,0,3],[1,0,1],[3,1,0],[1,1,0],[0,1,0],[0,1,0],[0,1,1],[1,0,1],[1,1,0],[1,1,1],[0,0,0],[0,1,1],[2,1,0],[1,0,0]]",Robull,4
275,1752161409243,353,"[[0,3,0],[2,1,0],[0,1,0],[2,0,0],[1,0,0],[0,1,0],[0,1,1],[0,0,0],[0,1,1],[1,0,0],[0,1,1],[0,1,0],[1,3,1],[2,1,1],[0,0,0],[0,0,1],[1,0,1],[0,1,1],[0,1,0],[1,0,0]]",Dart Simpson,3
276,1752161409243,285,"[[0,1,0],[0,0,1],[3,0,0],[3,0,1],[3,0,0],[0,0,1],[0,1,0],[1,0,0],[0,0,0],[2,0,0],[1,0,0],[0,3,0],[0,0,0],[2,1,0],[0,1,2],[1,1,0],[0,1,0],[0,0,1],[0,0,0],[0,0,0]]",Angelo,6
277,1752161409243,254,"[[0,0,0],[1,1,0],[1,0,0],[1,0,0],[0,0,2],[0,3,0],[0,0,0],[3,0,0],[1,1,0],[1,1,0],[0,1,0],[0,0,0],[1,0,1],[1,0,1],[0,0,1],[1,0,0],[0,0,0],[1,0,0],[1,0,0],[0,1,0]]",Cramomille,7
302,1752577768523,631,"[[0,0,1],[1,1,0],[1,1,1],[1,0,0],[1,1,1],[3,0,0],[0,1,2],[1,1,1],[1,3,0],[1,0,1],[1,0,1],[0,0,3],[0,3,1],[1,1,2],[2,1,1],[1,1,1],[0,2,0],[3,0,0],[0,3,0],[0,0,3]]",Number One,0
303,1752577768523,444,"[[0,0,1],[0,0,0],[1,0,0],[0,0,1],[1,1,1],[0,1,0],[0,1,2],[1,1,1],[0,1,0],[0,0,0],[0,0,1],[0,0,3],[2,0,1],[0,1,1],[1,0,1],[2,1,0],[0,2,0],[0,1,0],[0,3,0],[0,0,3]]",Dart Simpson,3
304,1752577768523,418,"[[0,1,0],[1,0,0],[1,1,1],[0,0,1],[0,1,0],[1,0,0],[1,1,0],[1,0,0],[1,3,0],[1,0,1],[1,0,1],[1,1,0],[0,1,1],[0,1,3],[2,1,1],[1,0,0],[1,0,0],[3,0,0],[1,1,0],[0,0,0]]",Robull,4
305,1752577768523,385,"[[0,0,0],[1,1,0],[0,1,1],[1,0,0],[0,1,0],[3,0,0],[0,2,0],[0,1,0],[1,1,1],[0,0,0],[0,0,0],[1,1,0],[0,3,1],[1,1,2],[1,1,1],[1,1,1],[0,0,0],[1,0,1],[1,1,0],[0,0,0]]",Darts Vador,2
306,1752589703577,659,"[[1,1,0],[1,0,1],[1,1,1],[3,3,0],[0,1,0],[1,1,1],[3,0,0],[0,3,1],[1,1,0],[0,1,1],[0,0,1],[3,0,0],[1,3,1],[1,0,2],[1,0,1],[1,3,0],[0,2,1],[0,3,1],[1,1,3],[0,1,1]]",Number One,0
307,1752589703577,433,"[[1,1,0],[1,0,1],[1,1,1],[3,3,0],[0,0,0],[1,1,1],[1,2,0],[0,1,1],[1,0,0],[0,1,1],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[1,1,0],[1,0,2],[0,1,1],[0,3,1],[1,1,3],[0,0,1]]",Darts Vador,2
308,1752589703577,384,"[[0,0,1],[0,0,1],[2,0,0],[0,1,3],[1,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,1],[0,0,1],[1,0,0],[0,0,0],[1,3,1],[1,0,1],[0,1,1],[2,0,1],[0,2,1],[1,0,0],[1,0,1],[0,1,1]]",Robull,4
309,1752589703577,312,"[[0,0,1],[1,0,0],[0,0,1],[0,1,1],[0,1,0],[0,0,0],[0,0,0],[0,3,1],[1,0,1],[1,1,0],[0,0,1],[1,0,1],[0,0,0],[1,0,2],[1,1,0],[1,3,0],[0,1,1],[0,0,1],[0,0,0],[0,0,0]]",Dart Simpson,3
310,1752589703577,310,"[[0,0,0],[1,0,0],[0,0,2],[0,0,0],[0,0,0],[0,1,1],[3,0,0],[0,1,0],[1,1,0],[0,0,0],[0,0,0],[3,0,0],[0,0,0],[0,0,1],[1,0,1],[0,1,0],[0,0,2],[0,1,1],[0,3,0],[0,0,1]]",Cramomille,7
311,1752665398890,668,"[[1,1,3],[1,1,2],[1,2,0],[3,1,1],[3,2,0],[1,0,1],[1,2,0],[0,2,0],[1,2,1],[1,1,2],[0,3,0],[3,0,1],[1,1,1],[1,3,0],[1,1,0],[0,0,3],[1,1,1],[1,2,0],[1,1,1],[1,1,1]]",Number One,0
312,1752665398890,418,"[[0,1,0],[1,2,0],[0,0,1],[3,1,1],[1,0,0],[0,0,1],[0,0,0],[0,1,0],[1,0,2],[1,1,2],[1,0,0],[1,0,1],[0,1,0],[0,1,1],[1,1,0],[0,0,3],[0,1,0],[1,2,0],[1,1,1],[0,0,1]]",Robull,4
313,1752665398890,417,"[[1,1,3],[0,0,0],[1,2,0],[0,1,0],[3,2,0],[1,0,1],[1,2,0],[0,0,1],[2,0,1],[3,0,1],[1,0,0],[3,0,1],[1,1,1],[0,0,1],[0,0,1],[1,0,1],[0,1,1],[3,0,0],[0,0,1],[0,0,0]]",Darts Vador,2
314,1752665398890,398,"[[0,1,0],[1,1,2],[0,0,2],[0,0,0],[2,0,0],[1,0,1],[1,0,0],[1,0,0],[1,2,1],[1,1,1],[0,3,0],[1,1,1],[1,0,0],[1,3,0],[0,1,0],[1,0,0],[1,1,0],[1,0,0],[0,1,0],[0,1,1]]",Dart Simpson,3
315,1752665398890,268,"[[0,0,1],[0,0,1],[0,0,1],[0,0,1],[0,0,1],[1,0,0],[0,1,1],[0,2,0],[0,3,0],[0,1,1],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,2],[0,0,1],[1,1,1],[0,0,0],[0,0,0],[1,1,1]]",Angelo,6
316,1752665398890,31,"[[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,1,1],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0]]",Dart Punk,
317,1752676382449,589,"[[3,0,0],[1,1,1],[1,1,0],[1,1,1],[0,2,0],[0,1,3],[1,0,1],[0,0,1],[1,3,1],[0,1,1],[1,3,2],[0,2,0],[1,0,0],[1,1,0],[1,0,3],[1,2,0],[3,1,0],[0,1,1],[1,1,0],[0,3,0]]",Number One,0
318,1752676382449,351,"[[0,0,0],[1,1,0],[1,1,0],[0,0,0],[1,0,0],[1,0,0],[1,0,1],[0,0,0],[0,0,1],[0,1,0],[1,3,2],[1,0,0],[1,0,0],[1,0,0],[1,2,0],[0,0,1],[1,1,0],[0,0,1],[1,0,0],[0,3,0]]",Darts Vador,2
319,1752676382449,328,"[[3,0,0],[1,0,0],[1,0,1],[1,1,1],[1,0,0],[0,1,3],[0,1,1],[0,0,0],[0,1,1],[0,0,0],[1,1,1],[1,0,0],[0,1,0],[1,1,0],[0,1,0],[0,1,1],[0,1,0],[0,1,1],[1,1,0],[1,0,0]]",Robull,4
320,1752676382449,277,"[[0,0,0],[1,1,1],[0,1,1],[3,0,0],[0,2,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,1,1],[0,0,0],[0,2,0],[0,0,1],[1,0,0],[0,1,1],[1,2,0],[3,1,0],[0,1,0],[0,0,0],[0,0,0]]",Dart Simpson,3
321,1752676382449,252,"[[0,0,0],[1,0,0],[1,1,0],[0,0,2],[0,0,0],[0,0,3],[2,0,0],[0,0,0],[1,3,1],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[1,0,3],[0,0,0],[0,1,0],[1,0,0],[0,0,0],[1,1,0]]",Angelo,6
322,1752752819695,594,"[[0,0,3],[1,0,0],[0,0,2],[1,1,1],[0,1,0],[0,1,3],[1,0,0],[1,1,1],[1,3,0],[1,0,0],[3,3,0],[1,3,0],[1,1,0],[0,3,1],[1,0,0],[0,1,1],[1,1,1],[0,3,0],[1,1,1],[1,1,1]]",Number One,0
323,1752752819695,401,"[[0,0,0],[1,0,0],[0,1,0],[1,1,1],[0,1,0],[0,1,3],[1,0,0],[0,0,1],[0,1,1],[0,0,1],[1,1,0],[1,1,0],[0,0,0],[1,0,1],[0,0,0],[0,0,1],[1,1,1],[0,3,0],[1,1,1],[1,1,1]]",Robull,4
324,1752752819695,379,"[[1,0,1],[0,0,0],[0,0,2],[0,0,0],[0,1,0],[0,0,1],[0,0,1],[1,1,1],[1,3,0],[1,0,0],[3,3,0],[1,3,0],[0,0,1],[0,3,1],[0,0,1],[0,1,1],[0,1,0],[1,1,0],[0,0,0],[0,0,0]]",Angelo,6
325,1752752819695,180,"[[0,0,3],[1,0,0],[0,1,0],[0,0,0],[0,1,0],[0,0,1],[0,0,0],[0,0,1],[1,1,0],[1,0,0],[0,0,0],[0,0,0],[1,1,0],[0,1,1],[1,0,0],[1,0,0],[0,0,0],[0,0,0],[0,0,0],[1,1,0]]",Dart Simpson,3
329,1753097470248,679,"[[0,1,1],[1,0,2],[1,0,1],[0,2,1],[3,1,0],[0,3,0],[2,1,1],[0,1,1],[0,3,0],[1,1,1],[1,1,1],[0,0,2],[1,3,1],[3,1,2],[3,0,0],[1,0,1],[1,0,0],[0,1,1],[1,0,1],[3,3,1]]",Number One,0
330,1753097470248,577,"[[0,1,0],[0,1,0],[1,0,1],[0,2,1],[1,1,1],[0,1,1],[0,3,1],[0,1,1],[0,0,0],[1,1,1],[1,1,1],[1,0,1],[1,1,1],[3,1,2],[2,1,0],[0,0,1],[0,0,0],[1,1,0],[0,1,1],[3,3,1]]",Louis CLXXX,5
331,1753097470248,340,"[[0,1,1],[1,0,2],[1,0,1],[0,0,0],[0,0,0],[0,3,0],[0,1,3],[0,1,1],[0,0,0],[0,1,0],[0,1,1],[1,0,1],[1,3,1],[1,0,0],[0,0,0],[1,0,0],[0,1,0],[1,0,1],[0,0,0],[1,1,1]]",Robull,4
332,1753097470248,272,"[[0,1,0],[0,0,0],[0,0,0],[1,0,1],[3,0,0],[0,0,0],[2,1,1],[0,0,0],[0,1,0],[0,0,1],[0,0,0],[0,0,2],[1,0,1],[0,0,2],[0,0,0],[1,0,1],[1,0,0],[0,1,1],[1,0,1],[0,0,0]]",Darts Vador,2
333,1753097470248,226,"[[0,0,0],[0,0,0],[0,0,0],[1,1,0],[3,1,0],[0,0,0],[1,0,1],[0,0,0],[0,3,0],[0,0,0],[0,0,0],[0,0,0],[2,0,0],[1,0,0],[3,0,0],[0,0,0],[0,1,0],[1,1,0],[0,1,0],[0,0,0]]",Angelo,6
334,1753105758927,668,"[[1,0,1],[0,2,1],[1,1,1],[1,1,1],[0,3,0],[1,0,1],[0,1,3],[0,1,1],[3,0,1],[1,1,0],[0,1,0],[3,2,1],[0,1,1],[2,1,0],[0,0,1],[1,1,0],[3,0,1],[3,2,0],[1,0,3],[2,1,1]]",Number One,0
335,1753105758927,433,"[[1,0,1],[1,0,0],[1,0,0],[0,0,0],[0,1,0],[1,0,1],[1,0,0],[1,0,0],[0,1,1],[0,0,0],[0,1,0],[3,2,1],[0,1,0],[2,1,0],[0,0,1],[1,0,0],[0,1,1],[1,0,1],[1,1,1],[2,1,1]]",Darts Vador,2
336,1753105758927,380,"[[0,1,0],[0,2,1],[0,0,3],[0,2,0],[0,1,1],[1,0,1],[0,1,3],[0,1,1],[3,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,3],[0,0,1],[1,1,0],[0,1,0],[2,1,1],[1,0,3],[0,0,0]]",Angelo,6
337,1753105758927,365,"[[0,0,0],[0,0,1],[1,0,1],[1,1,1],[0,3,0],[1,0,1],[1,0,0],[0,1,1],[0,0,0],[0,1,0],[0,0,0],[0,2,0],[0,1,1],[0,1,0],[0,1,0],[0,0,0],[0,0,1],[3,2,0],[0,0,1],[1,3,0]]",Robull,4
338,1753105758927,343,"[[0,0,0],[1,1,0],[1,1,1],[0,0,0],[1,1,1],[0,0,0],[1,1,1],[1,1,0],[1,1,0],[1,1,0],[0,1,0],[0,0,0],[0,0,1],[3,0,0],[0,0,1],[0,0,1],[3,0,1],[1,1,0],[0,0,1],[1,0,0]]",Louis CLXXX,5
339,1753111924276,653,"[[1,1,3],[0,2,2],[3,1,1],[1,3,1],[3,1,0],[1,1,1],[1,0,1],[1,1,1],[0,1,3],[1,1,3],[3,0,1],[0,3,0],[1,0,0],[3,1,0],[1,0,2],[0,0,3],[1,1,2],[1,0,0],[1,1,3],[0,1,0]]",Number One,0
340,1753111924276,511,"[[0,0,0],[0,0,0],[3,1,1],[1,0,1],[1,0,1],[1,0,0],[0,1,0],[1,1,0],[3,0,1],[1,1,3],[3,0,1],[0,3,0],[1,0,0],[1,1,1],[0,1,0],[1,0,1],[1,1,2],[0,0,1],[1,1,3],[0,0,0]]",Louis CLXXX,5
341,1753111924276,355,"[[1,1,3],[3,0,0],[0,0,0],[1,3,1],[3,1,0],[1,1,1],[1,0,1],[1,1,1],[1,1,1],[0,0,0],[0,0,0],[0,0,1],[1,0,0],[1,1,0],[1,0,2],[0,0,3],[1,0,0],[0,0,0],[2,0,0],[1,0,0]]",Robull,4
342,1753111924276,238,"[[1,1,0],[0,2,2],[0,1,0],[0,1,0],[0,0,0],[0,1,0],[0,0,1],[0,0,0],[0,1,3],[1,1,0],[0,1,1],[0,1,0],[0,0,0],[0,1,0],[0,0,0],[0,1,1],[1,1,0],[0,0,0],[0,1,1],[0,0,0]]",Darts Vador,2
343,1753111924276,200,"[[0,0,0],[0,1,0],[1,0,1],[1,1,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,1],[1,0,0],[0,0,0],[3,1,0],[0,0,0],[1,0,0],[0,0,1],[1,0,0],[0,1,0],[0,1,0]]",Angelo,6
344,1753183063137,729,"[[0,3,0],[0,1,1],[0,1,3],[0,3,0],[3,3,1],[2,1,1],[3,1,3],[1,1,1],[0,3,1],[1,0,1],[0,1,0],[0,0,3],[0,1,3],[0,3,0],[0,0,3],[1,1,1],[3,0,1],[0,3,1],[1,0,3],[1,1,1]]",Number One,0
345,1753183063137,595,"[[0,3,0],[0,1,1],[0,1,3],[0,1,1],[3,3,1],[2,1,1],[3,1,3],[0,1,1],[1,1,1],[1,1,0],[0,0,0],[1,0,1],[0,1,1],[0,1,0],[0,0,3],[1,1,1],[3,0,1],[1,0,1],[1,3,0],[1,1,1]]",Louis CLXXX,5
346,1753183063137,451,"[[0,0,1],[0,1,0],[0,0,0],[1,0,0],[0,0,0],[0,0,0],[1,0,0],[1,0,0],[1,0,0],[0,1,0],[1,0,0],[1,0,1],[0,1,3],[0,3,0],[0,0,2],[1,1,0],[1,1,1],[0,3,1],[1,0,3],[0,0,1]]",Darts Vador,2
347,1753183063137,359,"[[0,3,0],[1,0,0],[0,1,0],[0,3,0],[0,0,1],[0,1,0],[0,0,0],[1,1,1],[0,3,1],[1,0,1],[0,1,0],[0,0,3],[0,0,1],[0,0,0],[0,1,1],[1,1,1],[1,0,1],[1,1,0],[0,0,0],[0,1,1]]",Robull,4
348,1753194962521,694,"[[1,1,1],[1,1,1],[1,3,0],[0,0,1],[2,3,0],[1,2,0],[1,0,0],[3,0,1],[3,0,0],[0,3,0],[0,2,3],[0,3,0],[3,1,0],[1,3,0],[3,0,0],[0,1,3],[1,3,0],[1,0,0],[1,0,3],[0,3,0]]",Number One,0
349,1753194962521,372,"[[0,1,0],[0,0,0],[1,3,0],[0,0,1],[2,3,0],[1,1,0],[0,0,0],[1,1,1],[1,0,0],[0,3,0],[1,0,0],[0,0,1],[0,0,0],[0,1,0],[0,0,0],[0,1,3],[0,0,0],[1,0,0],[1,0,3],[0,3,0]]",Louis CLXXX,5
350,1753194962521,362,"[[1,0,0],[0,0,0],[0,0,0],[0,0,0],[0,1,1],[1,2,0],[1,0,0],[1,0,0],[3,0,0],[0,0,1],[1,0,3],[0,3,0],[0,0,1],[1,1,0],[1,0,1],[0,0,0],[1,0,1],[0,1,0],[1,0,1],[1,0,1]]",Darts Vador,2
351,1753194962521,338,"[[1,0,0],[0,0,0],[1,1,0],[0,0,0],[0,1,1],[1,1,1],[1,0,0],[3,0,1],[0,1,0],[1,1,0],[1,0,3],[0,0,1],[3,1,0],[0,0,1],[3,0,0],[0,1,1],[1,0,0],[0,0,0],[1,0,0],[0,0,0]]",Robull,4
352,1753194962521,333,"[[1,1,1],[1,1,1],[0,1,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,2,3],[0,0,0],[1,0,0],[1,3,0],[0,0,0],[0,0,0],[1,3,0],[0,1,0],[2,0,0],[2,1,0]]",Angelo,6
353,1753256540635,603,"[[1,0,1],[0,0,0],[1,0,2],[1,2,3],[0,0,3],[1,1,0],[0,0,1],[0,2,0],[1,0,1],[3,1,1],[0,1,1],[0,0,3],[3,0,1],[3,0,0],[1,1,1],[0,0,3],[1,1,0],[1,1,1],[1,1,1],[1,1,1]]",Number One,0
354,1753256540635,422,"[[1,0,1],[0,0,0],[0,1,1],[1,2,3],[0,0,0],[1,1,0],[0,1,0],[1,1,0],[0,1,1],[1,0,2],[0,1,1],[0,0,3],[0,1,0],[3,0,0],[0,0,1],[1,1,0],[1,1,0],[1,0,1],[1,1,1],[1,0,0]]",Robull,4
355,1753256540635,387,"[[0,0,0],[0,0,0],[1,0,2],[0,0,0],[0,1,0],[0,1,0],[0,0,1],[0,2,0],[1,0,1],[3,1,1],[1,0,0],[0,1,0],[3,0,1],[1,1,0],[1,1,1],[0,0,2],[0,0,1],[0,0,0],[1,0,0],[1,1,1]]",Dart Simpson,3
356,1753256540635,383,"[[0,1,0],[0,0,0],[1,0,1],[0,2,1],[0,0,3],[0,0,0],[0,0,1],[1,0,0],[0,1,0],[1,1,0],[0,0,0],[1,1,0],[1,1,0],[1,0,1],[1,0,1],[0,0,3],[0,0,1],[1,1,1],[1,1,0],[1,0,1]]",Darts Vador,2
357,1753262859409,757,"[[0,0,1],[1,2,0],[1,1,0],[3,1,1],[1,1,1],[1,1,1],[1,3,1],[1,0,1],[1,1,3],[1,0,0],[1,0,1],[1,1,3],[1,2,0],[1,1,1],[0,3,1],[1,1,0],[3,0,2],[0,3,1],[3,3,1],[2,0,0]]",Number One,0
358,1753262859409,612,"[[0,1,0],[1,2,0],[1,1,0],[1,1,0],[0,0,0],[0,0,1],[1,3,1],[1,0,0],[0,1,1],[0,0,1],[1,1,0],[0,0,3],[1,1,0],[1,1,1],[0,3,1],[1,0,0],[3,0,2],[1,1,1],[3,3,1],[2,0,0]]",Louis CLXXX,5
359,1753262859409,479,"[[1,0,0],[0,1,1],[1,0,0],[3,1,1],[1,1,1],[0,0,3],[0,0,0],[1,0,1],[1,1,3],[0,1,0],[0,1,0],[1,1,0],[0,2,0],[1,1,1],[1,1,1],[1,0,0],[1,0,1],[0,3,1],[1,1,1],[1,0,0]]",Robull,4
360,1753262859409,362,"[[0,0,1],[0,0,0],[0,1,0],[1,1,1],[0,1,0],[1,1,1],[1,0,0],[1,0,1],[0,0,1],[0,0,1],[0,1,0],[1,3,1],[1,2,0],[1,0,0],[0,1,0],[0,1,1],[0,2,0],[1,0,0],[1,0,1],[0,1,0]]",Dart Simpson,3
361,1753262859409,317,"[[0,0,0],[1,1,0],[0,1,0],[0,0,0],[0,1,0],[0,0,1],[0,1,1],[0,0,1],[1,0,1],[1,0,0],[1,0,1],[1,1,3],[0,0,1],[0,0,1],[0,0,0],[1,1,0],[1,0,1],[0,1,1],[0,1,1],[0,0,0]]",Darts Vador,2
362,1753272359318,680,"[[0,1,1],[3,1,0],[1,3,0],[3,2,1],[0,3,1],[1,1,3],[2,0,1],[1,0,0],[0,1,1],[1,2,0],[1,1,1],[1,0,1],[1,1,1],[1,1,0],[3,1,0],[0,1,3],[3,0,0],[3,0,1],[1,0,3],[0,0,3]]",Number One,0
363,1753272359318,379,"[[0,0,0],[3,1,0],[0,3,0],[0,0,0],[1,1,1],[1,1,3],[0,1,1],[0,0,0],[0,0,1],[0,1,0],[1,1,1],[1,1,0],[0,0,0],[1,1,0],[0,0,0],[1,1,1],[1,0,0],[1,1,0],[1,0,1],[0,0,3]]",Louis CLXXX,5
364,1753272359318,354,"[[0,1,1],[0,0,3],[1,3,0],[1,0,0],[0,0,1],[1,1,0],[1,0,0],[0,0,0],[0,1,1],[1,1,0],[0,0,0],[1,0,1],[1,1,0],[0,1,0],[3,1,0],[0,1,0],[0,1,0],[3,0,1],[0,0,1],[1,0,0]]",Dart Simpson,3
365,1753272359318,295,"[[0,0,1],[0,0,1],[0,0,0],[3,2,1],[0,0,0],[0,0,0],[2,0,0],[1,0,0],[0,0,0],[0,1,1],[0,1,0],[0,0,1],[0,0,0],[0,0,0],[1,0,1],[0,1,3],[0,1,1],[0,1,1],[0,0,1],[0,0,1]]",Angelo,6
366,1753272359318,269,"[[0,0,0],[1,0,1],[0,1,1],[0,1,0],[0,3,1],[0,1,1],[2,0,1],[0,0,0],[0,0,1],[0,0,1],[0,0,0],[0,0,0],[0,0,2],[1,1,0],[0,0,0],[0,0,0],[0,0,1],[0,1,1],[1,0,3],[0,0,0]]",Robull,4
367,1753272359318,266,"[[0,0,1],[1,0,1],[0,1,1],[0,0,3],[1,0,0],[0,0,0],[1,0,1],[0,0,0],[1,1,0],[1,2,0],[1,0,0],[1,1,0],[1,1,1],[0,0,0],[1,0,0],[0,0,1],[3,0,0],[0,0,0],[0,0,0],[0,1,0]]",Darts Vador,2
371,1753283431127,622,"[[1,0,1],[3,0,0],[1,0,1],[1,0,1],[1,1,3],[1,1,0],[1,1,1],[0,3,0],[3,1,0],[0,1,3],[0,3,0],[1,0,3],[1,3,0],[1,0,1],[1,0,2],[0,0,2],[1,1,0],[3,0,1],[1,0,1],[0,1,2]]",Number One,0
372,1753283431127,422,"[[0,0,0],[3,0,0],[1,0,0],[1,0,1],[1,1,3],[1,1,0],[1,1,1],[0,3,0],[3,0,0],[0,1,3],[0,0,0],[1,0,3],[0,1,1],[1,0,1],[0,0,1],[1,1,0],[1,1,0],[0,3,0],[1,0,0],[0,0,0]]",Robull,4
373,1753283431127,360,"[[0,0,1],[0,0,0],[0,0,1],[0,0,0],[1,0,3],[0,1,0],[1,0,1],[1,1,0],[0,0,0],[0,1,0],[0,0,1],[1,1,0],[1,3,0],[0,1,0],[1,0,2],[0,0,2],[0,0,0],[3,0,1],[0,0,0],[0,1,1]]",Darts Vador,2
374,1753283431127,337,"[[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,1],[0,0,1],[0,2,1],[0,0,1],[0,0,0],[1,0,0],[0,3,0],[0,0,0],[1,2,0],[0,0,0],[1,1,1],[0,1,0],[0,0,0],[0,1,3],[1,0,0],[0,1,2]]",Angelo,6
375,1753283431127,287,"[[1,0,1],[0,1,0],[1,0,1],[0,0,0],[1,0,0],[0,0,0],[0,1,1],[0,3,0],[3,1,0],[1,0,1],[0,1,1],[0,0,0],[0,0,0],[1,1,0],[1,0,0],[0,0,0],[1,0,0],[0,0,1],[1,0,1],[1,1,0]]",Louis CLXXX,5
376,1755602995243,429,"[[1,1,1],[1,0,0],[0,0,1],[0,3,2],[1,1,0],[0,0,1],[0,1,1],[1,0,0],[0,0,1],[0,1,1],[1,0,1],[1,0,1],[1,1,0],[0,0,3],[0,1,3],[0,0,2],[0,1,0],[1,1,1],[1,1,1],[0,0,0]]",Number One,0
377,1755602995243,421,"[[1,1,1],[1,0,0],[0,0,1],[0,3,2],[1,1,0],[1,0,0],[0,1,1],[0,0,0],[0,0,1],[0,1,1],[1,0,1],[1,0,1],[0,1,1],[0,0,3],[0,1,3],[0,0,2],[0,1,0],[1,1,1],[1,1,1],[0,0,0]]",Louis CLXXX,5
