id,timestamp,score,hits,name,player_id
378,1755602995243,170,"[[0,2,0],[0,0,1],[0,0,0],[2,1,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[1,1,0],[0,0,0],[0,0,0],[0,0,0],[1,0,1],[0,0,1],[0,1,1],[1,0,0],[0,0,1],[0,1,0],[0,0,0]]",Matt,1
379,1755602995243,125,"[[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,0,1],[0,1,0],[1,0,0],[0,0,1],[0,1,0],[0,1,0],[1,0,0],[1,1,0],[0,1,0],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0]]",Angelo,6
380,1755694600798,540,"[[0,1,0],[1,0,0],[0,1,1],[3,0,0],[0,2,0],[3,1,1],[0,1,1],[1,0,0],[0,1,3],[1,1,3],[1,0,2],[1,1,2],[1,0,0],[3,0,1],[2,1,0],[1,0,3],[0,0,1],[1,1,0],[1,0,0],[0,0,2]]",Number One,0
381,1755694600798,376,"[[0,0,0],[0,0,1],[1,0,1],[3,0,0],[0,0,0],[3,1,1],[0,1,1],[1,0,0],[1,1,1],[1,1,3],[1,1,0],[1,1,2],[0,0,0],[0,0,0],[0,2,1],[0,0,0],[0,1,0],[1,1,0],[1,0,0],[1,0,1]]",Louis CLXXX,5
382,1755694600798,265,"[[0,0,1],[0,1,0],[0,1,1],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[1,1,1],[1,0,2],[1,0,0],[0,0,1],[0,1,0],[2,1,0],[1,0,3],[0,0,0],[0,0,0],[0,0,0],[0,0,2]]",Angelo,6
383,1755694600798,184,"[[0,1,0],[1,0,0],[0,0,0],[0,0,0],[0,2,0],[0,0,0],[1,0,0],[0,0,0],[0,1,3],[0,0,0],[0,1,0],[0,0,0],[1,0,0],[3,0,1],[0,1,0],[0,1,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0]]",Chloé,8
384,1755776445089,634,"[[0,0,3],[0,1,1],[1,0,1],[1,2,0],[1,0,3],[1,0,3],[1,1,1],[1,1,0],[0,0,1],[1,0,1],[0,1,3],[3,1,1],[0,1,0],[0,3,0],[2,3,0],[1,1,1],[3,1,1],[0,0,3],[0,1,1],[1,0,1]]",Number One,0
385,1755776445089,518,"[[0,0,0],[0,0,0],[1,0,1],[0,0,1],[1,0,3],[1,0,1],[0,1,0],[1,1,0],[0,0,1],[1,0,1],[1,0,0],[3,1,1],[0,1,0],[0,0,0],[2,3,0],[1,1,1],[3,1,1],[1,1,1],[0,1,1],[1,0,1]]",Louis CLXXX,5
386,1755776445089,202,"[[0,0,1],[0,0,0],[1,1,0],[1,2,0],[0,0,0],[1,0,3],[1,1,1],[0,1,0],[0,0,0],[1,0,0],[0,1,0],[0,0,0],[0,0,0],[1,0,1],[1,0,1],[1,0,0],[0,1,0],[1,0,0],[0,0,0],[0,0,0]]",Matt,1
387,1755776445089,191,"[[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[1,1,0],[1,0,0],[0,0,1],[0,0,0],[0,1,3],[0,0,0],[0,0,0],[0,3,0],[0,0,1],[0,0,0],[0,0,0],[0,0,3],[0,0,0],[0,0,0]]",Chloé,8
388,1755776445089,143,"[[0,0,3],[0,1,1],[0,0,0],[0,0,1],[1,0,1],[0,0,0],[0,1,1],[0,1,0],[0,0,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[1,0,0],[0,0,0],[0,1,0],[0,1,0],[0,0,0],[0,1,1]]",Angelo,6
389,1756208426148,552,"[[0,1,1],[1,2,0],[1,1,1],[3,1,0],[1,0,1],[2,1,0],[2,0,1],[0,1,0],[3,0,0],[1,1,1],[3,0,0],[2,0,0],[0,1,0],[1,1,0],[0,3,1],[1,1,0],[3,0,3],[1,0,1],[3,0,0],[0,1,0]]",Number One,0
390,1756208426148,464,"[[1,0,0],[1,2,0],[1,0,1],[3,1,0],[0,1,0],[1,0,0],[1,0,1],[1,0,0],[0,0,3],[0,0,1],[0,0,3],[0,1,0],[1,0,0],[0,0,0],[0,3,1],[0,1,1],[3,0,3],[1,0,1],[3,0,0],[0,1,0]]",Louis CLXXX,5
391,1756208426148,311,"[[1,0,0],[0,0,0],[0,0,0],[1,0,1],[0,1,0],[2,1,0],[2,0,1],[0,0,0],[3,0,0],[1,1,1],[3,0,0],[2,0,0],[0,1,0],[1,1,0],[0,0,1],[1,1,0],[0,0,0],[1,0,1],[0,0,0],[0,1,0]]",Matt,1
392,1756208426148,194,"[[0,1,1],[0,0,0],[1,1,1],[0,0,2],[1,0,1],[0,0,1],[1,1,1],[0,1,0],[0,0,1],[0,0,0],[0,0,3],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[1,0,1],[0,0,1],[0,0,0],[0,0,1],[0,0,1]]",Robull,4
393,1756223227225,516,"[[0,0,1],[0,3,0],[0,0,2],[3,3,0],[0,1,0],[3,0,1],[1,1,0],[1,1,0],[3,1,1],[3,0,1],[0,1,1],[0,3,0],[3,0,1],[0,1,1],[0,1,0],[0,1,1],[1,0,0],[0,3,0],[0,0,1],[1,1,1]]",Number One,0
394,1756223227225,355,"[[0,0,1],[0,0,1],[1,1,0],[0,0,0],[0,0,0],[1,0,0],[0,1,1],[0,1,0],[3,1,1],[0,1,1],[0,1,1],[0,1,0],[1,0,1],[0,1,1],[0,0,1],[0,0,0],[0,1,0],[0,3,0],[0,0,1],[1,1,1]]",Louis CLXXX,5
395,1756223227225,326,"[[0,0,0],[0,0,0],[0,0,2],[3,3,0],[0,0,1],[1,0,0],[1,1,0],[1,1,0],[0,1,1],[3,0,1],[1,0,0],[0,3,0],[3,0,1],[0,0,1],[0,0,1],[0,1,1],[1,0,0],[0,0,0],[0,0,0],[0,0,1]]",Robull,4
396,1756223227225,220,"[[0,1,0],[0,1,0],[1,0,0],[1,0,0],[1,0,0],[3,0,1],[1,0,0],[0,0,0],[0,1,1],[0,2,0],[0,1,0],[0,1,0],[1,0,1],[0,1,0],[1,0,0],[0,0,0],[0,0,0],[1,0,0],[0,0,0],[1,1,0]]",Angelo,6
397,1756223227225,147,"[[0,0,0],[0,3,0],[0,0,0],[1,1,0],[0,1,0],[1,0,1],[0,0,0],[0,0,0],[1,1,1],[2,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,1,1]]",Matt,1
398,1756286413415,599,"[[1,1,0],[1,0,3],[3,1,3],[0,1,1],[1,1,0],[1,2,1],[0,1,1],[1,0,1],[1,0,1],[1,1,1],[0,1,1],[0,1,1],[0,3,0],[0,1,1],[1,0,1],[0,3,1],[3,0,0],[1,1,1],[3,1,0],[1,1,1]]",Number One,0
399,1756286413415,495,"[[1,1,0],[0,1,3],[3,1,3],[0,0,0],[0,0,1],[1,2,1],[1,0,1],[1,0,1],[1,0,1],[0,0,0],[0,1,1],[0,1,1],[1,0,1],[0,0,1],[1,0,1],[0,3,1],[1,0,0],[1,1,1],[3,1,0],[1,1,1]]",Louis CLXXX,5
400,1756286413415,367,"[[0,1,1],[0,0,1],[1,0,1],[1,0,1],[1,0,1],[0,1,0],[0,1,1],[1,0,0],[0,0,0],[1,1,1],[0,1,0],[0,0,1],[0,3,0],[0,1,1],[0,1,0],[0,3,0],[3,0,0],[0,1,0],[1,0,0],[1,0,1]]",Hugues,
401,1756286413415,315,"[[0,0,0],[1,0,3],[0,0,0],[0,1,1],[1,1,0],[1,0,1],[0,1,1],[1,0,0],[1,0,1],[0,0,1],[0,0,1],[0,1,1],[0,0,0],[0,1,1],[0,0,0],[1,1,0],[0,0,1],[0,1,1],[0,0,1],[1,1,1]]",Robull,4
402,1756286413415,152,"[[0,0,0],[0,0,1],[1,1,0],[0,0,1],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[0,1,0],[0,1,0],[0,0,0],[0,1,0],[1,0,0],[0,0,0],[0,1,0],[0,0,1],[0,0,0],[0,0,0],[0,1,1],[0,0,1]]",Angelo,6
403,1756294989514,629,"[[3,1,0],[3,0,0],[1,3,0],[3,0,1],[0,1,3],[3,3,0],[0,1,1],[0,1,1],[1,1,2],[1,1,0],[1,0,0],[1,0,2],[1,3,0],[1,0,1],[2,1,0],[1,0,1],[1,1,1],[0,0,2],[1,0,1],[0,3,3]]",Number One,0
404,1756294989514,477,"[[1,1,0],[3,0,0],[1,3,0],[0,2,1],[0,1,3],[3,3,0],[0,1,1],[0,0,0],[0,0,0],[1,0,0],[0,0,0],[1,0,0],[1,3,0],[1,0,1],[2,1,0],[0,0,0],[1,1,0],[0,0,2],[1,0,1],[0,3,3]]",Robull,4
405,1756294989514,346,"[[0,0,0],[1,0,1],[0,0,3],[3,0,1],[0,1,0],[1,0,0],[0,0,0],[0,1,1],[1,1,2],[0,0,1],[0,0,0],[0,1,1],[0,1,0],[0,1,0],[2,0,1],[0,1,0],[2,0,0],[0,0,0],[1,0,1],[1,1,1]]",Louis CLXXX,5
406,1756294989514,297,"[[0,1,1],[0,0,3],[0,0,1],[0,0,0],[0,3,0],[1,0,1],[1,0,1],[1,1,0],[0,1,0],[1,1,0],[1,0,0],[1,0,2],[0,0,0],[0,1,0],[0,1,1],[0,0,0],[1,1,1],[0,1,0],[0,0,0],[1,1,0]]",Hugues,
407,1756294989514,274,"[[3,1,0],[1,1,0],[0,0,0],[1,1,0],[1,0,0],[0,1,1],[0,0,1],[1,0,0],[0,0,1],[1,1,0],[0,0,0],[1,0,1],[0,0,0],[0,0,0],[0,1,1],[1,0,1],[0,1,0],[1,1,0],[1,1,0],[0,1,0]]",Elina,
408,1756304580947,507,"[[1,1,3],[1,2,1],[1,1,1],[2,3,1],[0,0,1],[1,0,3],[0,0,1],[0,0,1],[1,1,1],[1,0,1],[0,1,1],[1,1,1],[0,1,1],[1,0,3],[1,1,0],[0,1,1],[0,0,1],[2,0,1],[3,0,0],[1,0,1]]",Number One,0
409,1756304580947,373,"[[1,1,3],[1,2,1],[1,1,1],[0,0,0],[0,0,1],[1,0,1],[0,0,1],[1,0,0],[0,1,0],[1,0,1],[0,1,1],[1,1,1],[0,1,1],[0,1,0],[1,1,0],[0,1,1],[0,0,1],[1,1,1],[1,0,0],[1,0,1]]",Louis CLXXX,5
410,1756304580947,268,"[[0,0,0],[0,1,1],[0,0,0],[0,0,1],[0,0,0],[1,0,3],[1,0,0],[0,0,0],[1,1,1],[0,0,1],[1,0,0],[1,1,0],[1,0,1],[1,0,3],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[3,0,0],[0,0,0]]",Hugues,
411,1756304580947,229,"[[0,0,3],[1,1,0],[0,0,0],[2,3,1],[0,0,0],[0,0,1],[0,0,0],[0,0,1],[1,0,1],[0,1,0],[0,0,0],[0,1,0],[1,0,0],[1,1,1],[0,0,0],[0,0,1],[0,0,0],[2,0,1],[0,1,0],[0,0,0]]",Elina,
412,1756380085567,527,"[[0,0,1],[2,0,1],[1,0,1],[0,1,0],[0,1,2],[0,1,0],[1,3,0],[1,1,1],[1,3,0],[1,0,0],[1,0,3],[0,3,1],[1,1,0],[3,1,1],[1,1,1],[0,1,1],[1,0,2],[0,1,1],[0,0,1],[1,0,0]]",Number One,0
413,1756380085567,373,"[[0,0,0],[0,1,0],[1,0,1],[0,0,1],[0,1,2],[0,0,0],[1,3,0],[0,0,1],[1,3,0],[1,0,0],[0,0,0],[0,3,1],[1,0,0],[0,0,0],[1,1,1],[0,1,1],[1,0,2],[0,1,1],[1,0,0],[1,0,0]]",Louis CLXXX,5
414,1756380085567,299,"[[0,0,1],[2,0,1],[0,0,1],[0,1,0],[0,1,0],[0,1,0],[0,0,0],[1,1,1],[1,1,0],[0,0,0],[1,0,3],[1,1,0],[1,1,0],[3,1,1],[0,1,0],[0,0,0],[0,2,0],[0,0,0],[0,0,1],[0,0,0]]",Robull,4
415,1756381402177,658,"[[1,3,0],[1,1,0],[1,1,0],[1,1,1],[1,2,1],[1,0,0],[0,1,1],[1,0,3],[0,0,1],[1,0,0],[0,3,0],[1,0,1],[1,3,0],[1,1,0],[1,2,0],[1,2,3],[0,2,0],[0,3,1],[1,1,1],[1,3,1]]",Number One,0
416,1756381402177,482,"[[1,3,0],[1,1,0],[0,0,1],[1,0,1],[0,1,1],[0,1,0],[0,1,1],[0,0,0],[0,0,0],[0,1,0],[0,1,1],[1,0,1],[0,1,0],[0,0,1],[1,2,0],[1,2,3],[0,2,0],[0,0,1],[1,1,1],[1,3,1]]",Louis CLXXX,5
417,1756381402177,466,"[[1,0,1],[1,0,0],[1,1,0],[1,1,1],[1,2,1],[1,0,0],[1,0,0],[1,0,3],[0,0,1],[1,0,0],[0,3,0],[1,0,0],[1,3,0],[1,1,0],[0,0,0],[0,3,0],[0,0,1],[0,3,1],[1,0,1],[1,0,2]]",Robull,4
418,1756381402177,208,"[[0,0,0],[0,0,0],[0,0,0],[0,1,0],[1,0,0],[0,0,0],[0,1,0],[1,0,1],[0,1,0],[0,0,0],[1,1,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,0],[1,0,1],[0,0,0],[0,3,0],[1,0,1]]",Olivier,
419,1756726892080,508,"[[0,0,2],[1,1,1],[1,1,0],[0,1,1],[0,1,1],[1,0,2],[1,2,0],[0,2,0],[0,3,0],[0,1,1],[2,0,2],[1,1,1],[1,0,1],[1,1,1],[3,1,0],[0,1,0],[0,1,1],[0,0,1],[1,0,1],[3,0,0]]",Number One,0
420,1756726892080,412,"[[1,0,1],[1,0,0],[1,0,0],[0,1,1],[0,1,1],[1,0,0],[0,0,1],[0,1,0],[3,0,0],[0,0,1],[2,0,2],[1,1,1],[1,0,1],[0,1,0],[3,1,0],[0,0,1],[1,0,0],[0,0,1],[1,0,1],[3,0,0]]",Louis CLXXX,5
421,1756726892080,338,"[[0,0,1],[1,1,1],[1,1,0],[0,0,0],[0,0,1],[0,2,0],[1,2,0],[0,1,0],[0,3,0],[1,0,1],[0,2,0],[0,1,0],[0,0,1],[1,1,0],[1,1,1],[0,0,0],[0,1,1],[0,0,0],[0,1,1],[1,0,1]]",Dart Simpson,3
422,1756726892080,328,"[[0,0,2],[0,1,0],[0,0,1],[1,0,0],[0,1,0],[1,0,2],[0,1,1],[0,2,0],[1,1,0],[0,1,1],[1,0,1],[0,0,0],[1,0,1],[1,1,1],[2,0,0],[0,1,0],[0,1,1],[0,0,1],[1,0,1],[0,0,0]]",Robull,4
423,1756726892080,252,"[[0,0,1],[0,0,0],[0,0,1],[0,0,0],[2,0,0],[0,1,0],[1,0,0],[1,0,0],[1,1,1],[0,0,1],[1,0,0],[1,0,0],[1,0,1],[0,0,0],[0,0,0],[0,1,0],[0,0,1],[0,0,0],[1,1,0],[0,3,0]]",Cramomille,7
424,1756735801078,436,"[[0,1,1],[3,0,0],[3,3,0],[1,1,1],[1,1,0],[1,1,2],[0,0,3],[3,1,0],[1,1,1],[1,0,1],[1,0,0],[1,1,0],[1,1,0],[1,1,0],[0,1,1],[0,1,0],[0,1,1],[1,0,0],[1,1,1],[1,0,0]]",Number One,0
425,1756735801078,329,"[[0,1,1],[1,0,1],[3,3,0],[1,0,1],[0,1,0],[1,0,0],[0,0,1],[3,1,0],[1,1,0],[1,0,1],[1,0,0],[0,1,0],[1,1,0],[0,0,0],[0,0,1],[0,1,0],[0,1,1],[1,0,0],[1,1,1],[1,0,0]]",Louis CLXXX,5
426,1756735801078,226,"[[0,1,1],[1,1,0],[0,0,0],[1,1,1],[1,1,0],[1,1,2],[0,1,1],[1,1,0],[1,1,1],[0,0,1],[0,1,0],[0,0,0],[1,0,0],[1,1,0],[0,0,0],[1,0,0],[0,0,0],[0,0,0],[0,1,0],[0,0,1]]",Robull,4
427,1756735801078,170,"[[0,0,0],[3,0,0],[0,0,0],[1,0,0],[0,0,0],[0,1,0],[1,1,0],[0,0,0],[0,1,0],[1,0,0],[0,0,0],[1,1,0],[1,0,0],[0,0,0],[0,1,1],[0,0,0],[1,0,0],[1,0,0],[1,0,0],[0,0,0]]",Angelo,6
428,1756735801078,146,"[[0,0,0],[0,0,0],[1,1,1],[0,0,0],[1,0,0],[0,0,0],[0,0,3],[1,0,0],[0,0,1],[0,0,0],[0,0,1],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,1],[1,0,0],[0,0,0],[0,1,0]]",Cramomille,7
429,1756812878756,551,"[[1,0,0],[0,1,1],[3,1,0],[0,3,0],[2,0,1],[0,0,3],[3,1,0],[1,0,0],[0,1,1],[1,1,1],[1,0,1],[3,0,1],[0,1,1],[1,1,0],[1,0,1],[3,0,1],[1,0,1],[0,0,3],[0,0,1],[1,1,2]]",Number One,0
430,1756812878756,414,"[[1,0,0],[0,0,1],[0,0,1],[1,0,1],[2,0,1],[1,0,1],[0,0,0],[1,0,0],[0,1,1],[1,1,1],[1,0,1],[1,0,0],[0,1,1],[1,1,0],[1,0,1],[1,1,0],[1,0,1],[0,0,3],[0,0,1],[1,1,1]]",Darts Vador,2
431,1756812878756,308,"[[0,0,0],[0,1,1],[3,1,0],[0,1,1],[1,0,0],[0,0,0],[0,0,0],[0,0,1],[0,1,0],[1,0,1],[1,0,1],[3,0,1],[1,1,0],[0,1,1],[1,0,0],[1,1,1],[0,0,0],[0,1,1],[1,0,0],[0,0,0]]",Dart Simpson,3
432,1756812878756,263,"[[0,0,0],[0,1,0],[0,1,0],[0,3,0],[1,0,0],[0,1,0],[0,0,1],[0,0,0],[0,0,0],[1,1,0],[1,0,0],[0,1,0],[0,1,0],[0,0,1],[0,0,0],[3,0,1],[0,0,1],[0,0,1],[0,1,0],[0,2,0]]",Robull,4
433,1756812878756,253,"[[0,0,0],[0,1,0],[1,0,0],[0,1,0],[3,0,0],[0,0,3],[3,1,0],[0,0,0],[0,0,1],[0,1,0],[1,0,1],[0,0,0],[1,0,0],[0,1,0],[0,0,0],[0,0,0],[1,0,0],[0,1,0],[0,0,0],[1,1,2]]",Matt,1
435,1757419294130,755,"[[1,0,0],[0,0,3],[2,1,0],[1,0,1],[0,1,2],[3,1,0],[2,0,1],[3,3,0],[1,1,0],[1,0,1],[3,1,1],[0,3,1],[1,3,2],[1,1,1],[1,1,3],[1,1,1],[1,1,2],[0,0,3],[0,1,2],[0,3,0]]",Number One,0
436,1757419294130,418,"[[0,0,0],[0,0,3],[0,0,0],[1,0,1],[0,0,0],[0,3,1],[1,1,1],[1,1,1],[1,1,0],[0,0,1],[0,0,1],[0,1,0],[0,0,0],[1,1,1],[1,1,3],[0,1,0],[1,0,1],[0,0,0],[2,0,1],[1,1,1]]",Darts Vador,2
437,1757419294130,394,"[[1,0,0],[2,0,0],[2,1,0],[0,1,0],[0,1,0],[3,1,0],[0,0,1],[0,0,1],[0,0,1],[1,0,1],[3,1,1],[1,0,1],[1,3,2],[0,0,0],[0,1,0],[0,0,1],[0,0,0],[0,1,1],[0,1,0],[0,3,0]]",Robull,4
438,1757419294130,390,"[[0,0,1],[0,0,0],[0,1,0],[1,1,0],[1,1,1],[0,1,1],[0,0,1],[0,1,2],[0,1,0],[0,1,0],[1,0,0],[0,3,1],[0,1,1],[0,0,2],[1,1,0],[1,1,1],[0,0,1],[1,0,2],[1,0,0],[0,0,1]]",Louis CLXXX,5
439,1757419294130,375,"[[0,0,0],[0,1,0],[0,0,1],[1,0,0],[0,1,2],[0,0,1],[1,1,0],[3,3,0],[0,1,0],[1,0,0],[1,0,2],[0,0,0],[0,0,2],[1,0,0],[1,1,1],[0,1,0],[0,1,0],[0,0,3],[0,0,1],[0,1,1]]",Dart Simpson,3
440,1757419294130,325,"[[0,1,0],[0,0,0],[1,0,0],[0,0,0],[0,0,1],[1,0,0],[2,0,1],[0,0,0],[1,0,0],[1,0,0],[0,1,0],[2,0,1],[0,0,1],[0,0,0],[0,0,1],[0,1,1],[1,1,2],[1,0,0],[0,1,2],[0,0,1]]",Angelo,6
441,1757419294130,152,"[[0,0,0],[0,0,1],[0,0,0],[0,0,1],[0,1,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[3,0,0],[0,0,1],[0,1,0],[1,0,0],[3,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,0]]",Chloé,8
442,1757428261291,733,"[[1,1,0],[3,1,2],[0,3,3],[1,1,1],[3,0,0],[1,1,3],[1,3,1],[0,0,1],[1,1,0],[1,2,1],[0,3,1],[1,1,1],[1,1,1],[1,1,3],[1,1,1],[1,1,1],[2,0,0],[3,2,0],[0,0,3],[3,0,1]]",Number One,0
443,1757428261291,496,"[[1,0,0],[1,1,0],[0,3,3],[0,1,0],[1,0,0],[1,0,0],[0,0,0],[0,0,1],[0,0,1],[0,1,0],[0,3,1],[1,1,1],[0,1,0],[1,1,3],[1,0,1],[1,1,1],[0,0,1],[1,1,0],[0,0,3],[3,0,1]]",Robull,4
444,1757428261291,427,"[[1,1,0],[1,0,0],[1,0,0],[1,0,0],[0,1,1],[1,1,3],[1,3,1],[0,0,0],[1,1,0],[3,0,0],[0,1,0],[0,0,1],[1,1,1],[0,1,1],[1,1,1],[1,1,1],[1,0,1],[0,1,0],[1,1,0],[0,1,0]]",Louis CLXXX,5
445,1757428261291,384,"[[1,1,0],[3,1,2],[1,0,0],[1,1,1],[0,3,0],[1,0,3],[0,0,0],[0,0,0],[1,0,0],[1,0,1],[0,1,0],[0,1,0],[1,0,0],[1,3,0],[0,0,1],[1,0,0],[2,0,0],[3,2,0],[0,0,0],[1,1,0]]",Dart Simpson,3
446,1757428261291,270,"[[0,0,0],[0,0,0],[1,0,1],[1,0,1],[3,0,0],[0,3,0],[0,0,1],[0,0,1],[0,1,0],[1,2,1],[1,1,1],[1,0,0],[0,0,0],[0,0,1],[1,1,0],[1,0,0],[0,1,0],[0,0,1],[0,0,1],[0,0,0]]",Darts Vador,2
447,1757428261291,228,"[[1,0,0],[0,1,0],[0,0,3],[0,1,0],[0,0,1],[1,0,0],[0,0,1],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[0,3,1],[0,0,1],[0,1,1],[0,1,1],[1,0,0],[0,1,0],[0,0,0]]",Angelo,6
448,1757435224711,551,"[[1,3,0],[0,3,0],[1,0,0],[1,1,0],[1,1,1],[1,0,0],[0,0,0],[3,0,1],[1,3,1],[0,3,0],[1,1,2],[0,1,1],[2,0,0],[1,0,1],[1,3,0],[0,0,1],[0,1,1],[1,2,0],[1,3,0],[1,0,1]]",Number One,0
449,1757435224711,399,"[[0,0,0],[0,3,0],[0,0,0],[1,0,0],[1,1,1],[0,1,0],[0,0,0],[3,0,1],[1,3,1],[1,0,1],[1,0,0],[1,0,1],[1,0,0],[0,0,0],[1,3,0],[0,0,1],[0,1,1],[1,2,0],[0,0,1],[1,0,1]]",Elina,
450,1757435224711,366,"[[0,0,0],[0,1,0],[0,0,0],[1,1,0],[0,0,1],[1,0,0],[0,0,0],[0,1,0],[3,1,0],[0,0,2],[1,1,2],[0,1,1],[2,0,0],[1,0,1],[0,1,1],[0,0,1],[0,0,1],[0,0,0],[1,3,0],[0,0,1]]",Louis CLXXX,5
451,1757435224711,224,"[[0,0,1],[0,0,0],[0,0,1],[0,0,1],[0,0,1],[0,0,0],[0,0,0],[1,0,0],[3,0,0],[0,0,0],[0,1,1],[0,0,0],[0,0,1],[0,0,0],[0,0,1],[0,0,1],[0,1,0],[0,1,1],[2,0,1],[0,0,0]]",Angelo,6
452,1757435224711,101,"[[1,3,0],[1,1,0],[1,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[1,0,0],[0,0,0],[0,3,0],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[1,0,0]]",Cramomille,7
453,1757495055532,486,"[[1,1,1],[1,0,0],[2,0,1],[0,1,1],[0,1,3],[1,1,1],[0,2,0],[0,0,3],[3,1,0],[2,2,1],[2,3,0],[1,1,0],[0,1,1],[3,0,0],[1,1,0],[0,1,0],[0,1,1],[1,1,0],[0,0,1],[0,1,0]]",Number One,0
454,1757495055532,394,"[[1,1,0],[0,0,0],[2,0,1],[0,1,1],[0,0,1],[1,1,1],[1,0,0],[0,1,1],[3,1,0],[2,2,1],[0,1,1],[0,1,0],[0,1,1],[0,1,1],[1,1,0],[1,0,0],[0,1,1],[1,1,0],[0,0,1],[0,0,1]]",Robull,4
455,1757495055532,259,"[[1,1,1],[1,0,0],[0,0,0],[0,0,0],[0,1,1],[1,1,0],[0,0,0],[0,0,3],[3,0,0],[1,0,1],[2,3,0],[1,1,0],[1,0,0],[0,1,0],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,1],[0,1,0]]",Dart Simpson,3
456,1757495055532,230,"[[0,1,1],[0,0,0],[0,0,0],[0,0,1],[0,1,3],[0,0,0],[0,2,0],[0,0,0],[0,0,0],[0,1,0],[1,0,1],[0,1,0],[0,0,0],[3,0,0],[0,0,1],[0,0,1],[0,0,1],[1,0,1],[0,0,0],[1,0,0]]",Angelo,6
457,1757505804750,571,"[[1,1,1],[0,0,3],[0,1,1],[0,0,1],[1,1,1],[1,0,1],[1,0,2],[1,0,1],[1,0,1],[1,0,1],[1,1,0],[0,1,3],[1,0,1],[0,1,0],[1,1,0],[0,1,1],[3,1,1],[1,1,0],[2,0,1],[3,1,1]]",Number One,0
458,1757505804750,399,"[[0,0,0],[0,0,3],[0,1,1],[0,0,1],[1,0,0],[0,0,0],[2,0,0],[1,0,1],[1,0,1],[1,0,1],[0,0,1],[1,0,1],[1,0,1],[0,1,0],[1,1,0],[0,1,1],[0,1,0],[0,0,1],[1,1,0],[3,1,1]]",Robull,4
459,1757505804750,324,"[[1,1,1],[0,0,0],[0,0,0],[0,0,1],[1,0,1],[1,0,1],[1,0,2],[0,0,1],[1,0,1],[1,0,0],[1,0,1],[0,1,3],[1,0,0],[1,0,0],[1,1,0],[0,0,0],[0,1,0],[1,1,0],[0,1,1],[0,0,1]]",Dart Simpson,3
460,1757505804750,304,"[[1,0,1],[0,1,0],[1,0,0],[0,0,1],[1,1,1],[0,0,0],[0,0,0],[1,0,1],[0,0,0],[0,0,0],[1,1,0],[0,0,0],[0,0,1],[0,0,0],[0,1,0],[0,1,1],[3,1,1],[0,0,1],[2,0,1],[0,1,0]]",Angelo,6
461,1757591673121,648,"[[1,1,0],[1,0,1],[0,2,0],[3,0,0],[1,1,1],[2,0,1],[0,3,0],[2,1,0],[0,3,0],[0,3,1],[1,1,1],[1,0,0],[0,1,2],[1,1,1],[2,1,1],[1,1,1],[0,0,2],[1,0,1],[1,1,3],[3,1,0]]",Number One,0
462,1757591673121,479,"[[0,0,0],[0,0,0],[0,1,0],[3,0,0],[1,0,0],[0,3,0],[0,1,0],[1,0,0],[0,1,1],[0,3,1],[0,1,0],[0,0,0],[0,1,2],[0,0,0],[1,1,1],[0,3,0],[0,0,2],[1,0,1],[1,1,3],[1,1,1]]",Dart Simpson,3
463,1757591673121,339,"[[1,1,0],[1,0,1],[0,2,0],[3,0,0],[1,1,1],[2,0,1],[0,0,1],[0,1,0],[1,1,0],[0,1,0],[1,1,1],[1,0,0],[1,0,0],[1,1,1],[1,1,0],[0,0,1],[0,1,0],[1,0,1],[0,0,0],[1,1,0]]",Louis CLXXX,5
464,1757591673121,339,"[[0,0,1],[1,0,0],[0,1,0],[0,0,0],[1,0,0],[0,1,0],[0,3,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,1],[1,1,0],[0,0,2],[2,1,1],[1,1,1],[0,0,0],[0,1,0],[0,1,0],[3,1,0]]",Robull,4
